x,y,z
141.302,338.011,-0.011
141.313,338.111,-0.011
141.323,338.211,-0.011
141.332,338.31,-0.011
141.342,338.409,-0.011
141.353,338.509,-0.011
141.362,338.609,-0.011
141.372,338.708,-0.011
141.382,338.807,-0.011
141.392,338.907,-0.011
141.402,339.007,-0.011
141.412,339.106,-0.011
141.421,339.205,-0.011
141.432,339.305,-0.011
141.442,339.404,-0.011
141.451,339.504,-0.011
141.461,339.603,-0.011
141.472,339.703,-0.011
141.481,339.803,-0.011
141.491,339.902,-0.011
141.501,340.001,-0.011
141.51,340.101,-0.011
141.521,340.201,-0.011
141.531,340.3,-0.011
141.54,340.399,-0.011
141.55,340.499,-0.011
141.56,340.599,-0.011
141.57,340.698,-0.011
141.58,340.797,-0.011
141.59,340.897,-0.011
141.599,340.997,-0.011
141.609,341.096,-0.011
141.619,341.195,-0.011
141.629,341.295,-0.011
141.639,341.395,-0.011
141.648,341.494,-0.011
141.659,341.593,-0.011
141.669,341.693,-0.011
141.678,341.793,-0.011
141.688,341.892,-0.011
141.698,341.991,-0.011
141.708,342.091,-0.011
141.718,342.191,-0.011
141.728,342.29,-0.011
141.737,342.389,-0.011
141.747,342.489,-0.011
141.758,342.589,-0.011
141.767,342.688,-0.011
141.777,342.787,-0.011
141.788,342.887,-0.011
141.797,342.987,-0.011
141.807,343.086,-0.011
141.817,343.185,-0.011
141.826,343.285,-0.011
141.836,343.385,-0.011
141.846,343.484,-0.011
141.855,343.583,-0.011
141.865,343.683,-0.011
141.875,343.783,-0.011
141.884,343.882,-0.011
141.894,343.981,-0.011
141.903,344.082,-0.011
141.912,344.181,-0.011
141.922,344.28,-0.011
141.932,344.379,-0.011
141.941,344.48,-0.011
141.951,344.579,-0.011
141.961,344.678,-0.011
141.97,344.778,-0.011
141.98,344.878,-0.011
141.99,344.977,-0.011
141.999,345.076,-0.011
142.009,345.176,-0.011
142.019,345.276,-0.011
142.028,345.375,-0.011
142.038,345.475,-0.011
142.048,345.574,-0.011
142.057,345.674,-0.011
142.067,345.773,-0.011
142.077,345.873,-0.011
142.086,345.972,-0.011
142.096,346.072,-0.011
142.105,346.172,-0.011
142.115,346.271,-0.011
142.125,346.37,-0.011
142.134,346.469,-0.011
142.144,346.57,-0.011
142.154,346.669,-0.011
142.163,346.768,-0.011
142.173,346.867,-0.011
142.183,346.968,-0.011
142.192,347.067,-0.011
142.202,347.166,-0.011
142.213,347.266,-0.011
142.222,347.366,-0.011
142.232,347.465,-0.011
142.242,347.564,-0.011
142.251,347.664,-0.011
142.261,347.764,-0.011
142.271,347.863,-0.011
142.28,347.962,-0.011
142.29,348.062,-0.011
142.3,348.162,-0.011
142.309,348.261,-0.011
142.319,348.36,-0.011
142.329,348.46,-0.011
142.338,348.56,-0.011
142.348,348.659,-0.011
142.358,348.759,-0.011
142.368,348.858,-0.011
142.378,348.958,-0.011
142.388,349.057,-0.011
142.397,349.157,-0.011
142.407,349.256,-0.011
142.417,349.356,-0.011
142.426,349.455,-0.011
142.436,349.555,-0.011
142.446,349.654,-0.011
142.455,349.754,-0.011
142.46,349.854,-0.011
142.466,349.954,-0.011
142.47,350.053,-0.011
142.475,350.153,-0.011
142.481,350.253,-0.011
142.485,350.354,-0.011
142.491,350.453,-0.011
142.495,350.553,-0.011
142.501,350.653,-0.011
142.506,350.752,-0.011
142.511,350.852,-0.011
142.516,350.952,-0.011
142.522,351.053,-0.011
142.526,351.152,-0.011
142.532,351.252,-0.011
142.537,351.352,-0.011
142.541,351.452,-0.011
142.547,351.551,-0.011
142.552,351.651,-0.011
142.553,351.751,-0.011
142.553,351.851,-0.011
142.553,351.951,-0.011
142.552,352.051,-0.011
142.552,352.151,-0.011
142.551,352.251,-0.011
142.55,352.351,-0.011
142.55,352.451,-0.011
142.549,352.551,-0.011
142.549,352.651,-0.011
142.549,352.751,-0.011
142.548,352.852,-0.011
142.548,352.952,-0.011
142.548,353.052,-0.011
142.547,353.152,-0.011
142.547,353.252,-0.011
142.547,353.352,-0.011
142.546,353.452,-0.011
142.546,353.552,-0.011
142.546,353.652,-0.011
142.545,353.752,-0.011
142.545,353.851,-0.011
142.545,353.951,-0.011
142.544,354.051,-0.011
142.544,354.151,-0.011
142.543,354.251,-0.011
142.543,354.351,-0.011
142.543,354.451,-0.011
142.542,354.551,-0.011
142.542,354.651,-0.011
142.542,354.751,-0.011
142.541,354.851,-0.011
142.54,354.951,-0.011
142.539,355.051,-0.012
142.538,355.151,-0.012
142.536,355.251,-0.012
142.534,355.351,-0.012
142.53,355.451,-0.012
142.528,355.551,-0.012
142.526,355.651,-0.012
142.523,355.75,-0.012
142.521,355.85,-0.012
142.517,355.95,-0.012
142.515,356.05,-0.012
142.513,356.15,-0.012
142.51,356.25,-0.012
142.508,356.35,-0.012
142.506,356.45,-0.012
142.502,356.55,-0.012
142.5,356.65,-0.012
142.498,356.75,-0.012
142.495,356.85,-0.012
142.493,356.95,-0.012
142.491,357.05,-0.012
142.487,357.15,-0.012
142.485,357.25,-0.012
142.483,357.35,-0.012
142.48,357.45,-0.012
142.478,357.55,-0.012
142.475,357.65,-0.012
142.473,357.75,-0.012
142.471,357.85,-0.012
142.467,357.95,-0.012
142.465,358.05,-0.012
142.463,358.15,-0.012
142.46,358.249,-0.012
142.516,358.294,-0.012
142.616,358.296,-0.012
142.716,358.299,-0.012
142.816,358.301,-0.012
142.916,358.303,-0.012
143.016,358.306,-0.012
143.116,358.308,-0.012
143.216,358.31,-0.012
143.316,358.313,-0.012
143.416,358.316,-0.012
143.516,358.318,-0.012
143.616,358.321,-0.012
143.716,358.323,-0.012
143.816,358.325,-0.012
143.916,358.328,-0.012
144.016,358.33,-0.012
144.116,358.332,-0.012
144.216,358.335,-0.012
144.316,358.337,-0.012
144.416,358.34,-0.012
144.516,358.342,-0.012
144.616,358.344,-0.012
144.716,358.347,-0.012
144.815,358.349,-0.012
144.915,358.351,-0.012
145.015,358.354,-0.012
145.115,358.357,-0.012
145.215,358.359,-0.012
145.315,358.362,-0.012
145.415,358.364,-0.012
145.515,358.366,-0.012
145.615,358.369,-0.012
145.715,358.371,-0.012
145.815,358.373,-0.012
145.915,358.376,-0.012
145.959,358.432,-0.012
145.956,358.532,-0.012
145.953,358.632,-0.012
145.951,358.732,-0.012
145.948,358.832,-0.012
145.945,358.932,-0.012
145.943,359.032,-0.012
145.94,359.132,-0.012
145.938,359.232,-0.012
145.935,359.331,-0.012
145.932,359.431,-0.012
145.93,359.531,-0.012
145.928,359.631,-0.012
145.924,359.731,-0.012
145.922,359.831,-0.012
145.919,359.931,-0.012
145.917,360.031,-0.012
145.914,360.131,-0.012
145.911,360.231,-0.012
145.909,360.331,-0.012
145.906,360.431,-0.012
145.903,360.531,-0.012
145.901,360.631,-0.012
145.899,360.731,-0.012
145.895,360.831,-0.012
145.893,360.931,-0.012
145.891,361.031,-0.012
145.888,361.131,-0.012
145.885,361.231,-0.012
145.883,361.331,-0.012
145.88,361.431,-0.012
145.878,361.531,-0.012
145.874,361.63,-0.012
145.872,361.73,-0.012
145.87,361.83,-0.012
145.867,361.93,-0.012
145.864,362.03,-0.012
145.862,362.13,-0.012
145.859,362.23,-0.012
145.857,362.33,-0.012
145.854,362.43,-0.012
145.851,362.53,-0.012
145.849,362.63,-0.012
145.847,362.73,-0.012
145.844,362.83,-0.012
145.841,362.93,-0.012
145.839,363.03,-0.012
145.836,363.13,-0.012
145.834,363.23,-0.012
145.83,363.33,-0.012
145.828,363.43,-0.012
145.826,363.53,-0.012
145.823,363.63,-0.012
145.82,363.73,-0.012
145.818,363.83,-0.012
145.815,363.93,-0.012
145.813,364.03,-0.012
145.811,364.129,-0.012
145.807,364.229,-0.012
145.805,364.329,-0.012
145.803,364.429,-0.012
145.8,364.529,-0.012
145.797,364.629,-0.012
145.795,364.729,-0.012
145.792,364.829,-0.012
145.79,364.929,-0.012
145.786,365.029,-0.012
145.784,365.129,-0.012
145.782,365.229,-0.012
145.779,365.329,-0.012
145.776,365.429,-0.012
145.774,365.529,-0.012
145.771,365.629,-0.012
145.769,365.729,-0.012
145.767,365.829,-0.012
145.763,365.929,-0.012
145.761,366.029,-0.012
145.759,366.129,-0.012
145.756,366.229,-0.012
145.753,366.329,-0.012
145.751,366.428,-0.012
145.748,366.528,-0.012
145.746,366.628,-0.012
145.742,366.728,-0.012
145.74,366.828,-0.012
145.738,366.928,-0.012
145.735,367.028,-0.012
145.732,367.128,-0.012
145.73,367.228,-0.012
145.727,367.328,-0.012
145.725,367.428,-0.012
145.723,367.528,-0.012
145.719,367.628,-0.012
145.717,367.728,-0.012
145.715,367.828,-0.012
145.712,367.928,-0.012
145.709,368.028,-0.012
145.707,368.128,-0.012
145.704,368.228,-0.012
145.702,368.328,-0.012
145.699,368.428,-0.012
145.696,368.528,-0.012
145.694,368.628,-0.012
145.691,368.728,-0.012
145.689,368.828,-0.012
145.686,368.927,-0.012
145.683,369.027,-0.012
145.681,369.127,-0.012
145.68,369.227,-0.012
145.677,369.327,-0.012
145.676,369.427,-0.012
145.674,369.527,-0.012
145.672,369.627,-0.012
145.671,369.727,-0.012
145.669,369.827,-0.012
145.667,369.927,-0.012
145.665,370.027,-0.012
145.663,370.127,-0.012
145.662,370.227,-0.012
145.66,370.327,-0.012
145.658,370.427,-0.012
145.656,370.527,-0.012
145.655,370.627,-0.012
145.653,370.727,-0.012
145.651,370.827,-0.012
145.65,370.927,-0.012
145.647,371.027,-0.012
145.646,371.127,-0.012
145.644,371.227,-0.012
145.642,371.327,-0.013
145.641,371.427,-0.013
145.639,371.527,-0.013
145.637,371.627,-0.013
145.635,371.727,-0.013
145.633,371.827,-0.013
145.631,371.927,-0.013
145.63,372.027,-0.013
145.628,372.127,-0.013
145.626,372.227,-0.013
145.625,372.327,-0.013
145.622,372.427,-0.013
145.621,372.527,-0.013
145.619,372.627,-0.013
145.617,372.727,-0.013
145.615,372.827,-0.013
145.614,372.927,-0.013
145.612,373.027,-0.013
145.61,373.127,-0.013
145.609,373.227,-0.013
145.606,373.326,-0.013
145.605,373.426,-0.013
145.602,373.526,-0.013
145.601,373.626,-0.013
145.599,373.726,-0.013
145.596,373.826,-0.013
145.595,373.926,-0.013
145.593,374.026,-0.013
145.591,374.126,-0.013
145.589,374.226,-0.013
145.588,374.326,-0.013
145.585,374.426,-0.013
145.583,374.526,-0.013
145.582,374.626,-0.013
145.579,374.726,-0.013
145.578,374.826,-0.013
145.576,374.926,-0.013
145.574,375.026,-0.013
145.572,375.126,-0.013
145.57,375.226,-0.013
145.568,375.326,-0.013
145.566,375.426,-0.013
145.564,375.526,-0.013
145.562,375.626,-0.013
145.561,375.726,-0.013
145.558,375.826,-0.013
145.556,375.926,-0.013
145.553,376.026,-0.013
145.549,376.126,-0.013
145.547,376.226,-0.013
145.544,376.326,-0.013
145.54,376.426,-0.013
145.537,376.525,-0.013
145.535,376.625,-0.013
145.531,376.725,-0.013
145.528,376.825,-0.013
145.525,376.925,-0.013
145.522,377.025,-0.013
145.519,377.125,-0.013
145.515,377.225,-0.013
145.512,377.325,-0.013
145.51,377.425,-0.013
145.506,377.525,-0.013
145.504,377.625,-0.013
145.502,377.725,-0.013
145.499,377.825,-0.013
145.498,377.925,-0.013
145.496,378.025,-0.013
145.493,378.125,-0.013
145.491,378.225,-0.013
145.489,378.325,-0.013
145.486,378.425,-0.013
145.484,378.525,-0.013
145.482,378.625,-0.013
145.48,378.725,-0.013
145.478,378.825,-0.013
145.475,378.924,-0.013
145.473,379.024,-0.013
145.47,379.124,-0.013
145.467,379.224,-0.013
145.465,379.324,-0.013
145.462,379.424,-0.013
145.459,379.524,-0.013
145.457,379.624,-0.013
145.454,379.724,-0.013
145.451,379.824,-0.013
145.449,379.924,-0.013
145.446,380.024,-0.013
145.443,380.124,-0.013
145.441,380.224,-0.013
145.438,380.324,-0.013
145.435,380.424,-0.013
145.433,380.524,-0.013
145.429,380.624,-0.013
145.427,380.724,-0.013
145.425,380.824,-0.013
145.421,380.924,-0.013
145.419,381.024,-0.013
145.417,381.124,-0.013
145.413,381.223,-0.013
145.411,381.323,-0.013
145.409,381.423,-0.013
145.405,381.523,-0.013
145.403,381.623,-0.013
145.401,381.723,-0.013
145.397,381.823,-0.013
145.395,381.923,-0.013
145.392,382.023,-0.013
145.389,382.123,-0.013
145.387,382.223,-0.013
145.383,382.323,-0.013
145.381,382.423,-0.013
145.378,382.523,-0.013
145.375,382.623,-0.013
145.373,382.723,-0.013
145.37,382.823,-0.013
145.367,382.923,-0.013
145.364,383.023,-0.013
145.362,383.123,-0.013
145.359,383.223,-0.013
145.356,383.323,-0.013
145.354,383.423,-0.013
145.35,383.522,-0.013
145.348,383.622,-0.013
145.346,383.722,-0.013
145.342,383.822,-0.013
145.34,383.922,-0.013
145.336,384.022,-0.013
145.334,384.122,-0.013
145.332,384.222,-0.013
145.328,384.322,-0.013
145.326,384.422,-0.013
145.323,384.522,-0.013
145.32,384.622,-0.013
145.317,384.722,-0.013
145.315,384.822,-0.013
145.312,384.922,-0.013
145.309,385.022,-0.013
145.307,385.122,-0.013
145.303,385.222,-0.013
145.301,385.322,-0.013
145.298,385.422,-0.013
145.295,385.522,-0.013
145.292,385.621,-0.013
145.289,385.721,-0.013
145.287,385.821,-0.013
145.284,385.921,-0.013
145.281,386.021,-0.013
145.278,386.121,-0.013
145.276,386.221,-0.013
145.272,386.321,-0.013
145.27,386.421,-0.013
145.268,386.521,-0.013
145.264,386.621,-0.013
145.262,386.721,-0.013
145.259,386.821,-0.013
145.256,386.921,-0.013
145.253,387.021,-0.013
145.251,387.121,-0.013
145.247,387.221,-0.013
145.245,387.321,-0.013
145.242,387.421,-0.013
145.239,387.521,-0.013
145.237,387.621,-0.013
145.233,387.721,-0.013
145.231,387.82,-0.013
145.228,387.92,-0.013
145.225,388.02,-0.013
145.222,388.12,-0.013
145.22,388.22,-0.014
145.216,388.32,-0.014
145.214,388.42,-0.014
145.211,388.52,-0.014
145.208,388.62,-0.014
145.205,388.72,-0.014
145.203,388.82,-0.014
145.199,388.92,-0.014
145.197,389.02,-0.014
145.194,389.12,-0.014
145.191,389.22,-0.014
145.189,389.32,-0.014
145.185,389.42,-0.014
145.183,389.52,-0.014
145.18,389.62,-0.014
145.177,389.72,-0.014
145.174,389.82,-0.014
145.172,389.92,-0.014
145.168,390.019,-0.014
145.166,390.119,-0.014
145.163,390.219,-0.014
145.16,390.319,-0.014
145.157,390.419,-0.014
145.155,390.519,-0.014
145.152,390.619,-0.014
145.149,390.719,-0.014
145.146,390.819,-0.014
145.143,390.919,-0.014
145.141,391.019,-0.014
145.137,391.119,-0.014
145.135,391.219,-0.014
145.132,391.319,-0.014
145.129,391.419,-0.014
145.126,391.519,-0.014
145.124,391.619,-0.014
145.12,391.719,-0.014
145.118,391.819,-0.014
145.115,391.919,-0.014
145.112,392.019,-0.014
145.11,392.118,-0.014
145.107,392.218,-0.014
145.104,392.318,-0.014
145.101,392.418,-0.014
145.098,392.518,-0.014
145.095,392.618,-0.014
145.093,392.718,-0.014
145.089,392.818,-0.014
145.087,392.918,-0.014
145.084,393.018,-0.014
145.081,393.118,-0.014
145.078,393.218,-0.014
145.076,393.318,-0.014
145.073,393.418,-0.014
145.07,393.518,-0.014
145.068,393.618,-0.014
145.064,393.718,-0.014
145.062,393.818,-0.014
145.059,393.918,-0.014
145.056,394.018,-0.014
145.054,394.118,-0.014
145.051,394.217,-0.014
145.048,394.317,-0.014
145.045,394.417,-0.014
145.042,394.517,-0.014
145.039,394.617,-0.014
145.037,394.717,-0.014
145.034,394.817,-0.014
145.031,394.917,-0.014
145.029,395.017,-0.014
145.025,395.117,-0.014
145.023,395.217,-0.014
145.02,395.317,-0.014
145.017,395.417,-0.014
145.015,395.517,-0.014
145.012,395.617,-0.014
145.009,395.717,-0.014
145.006,395.817,-0.014
145.004,395.917,-0.014
145.0,396.017,-0.014
144.998,396.117,-0.014
144.995,396.217,-0.014
144.992,396.317,-0.014
144.99,396.417,-0.014
144.986,396.516,-0.014
144.984,396.616,-0.014
144.982,396.716,-0.014
144.978,396.816,-0.014
144.976,396.916,-0.014
144.973,397.016,-0.014
144.97,397.116,-0.014
144.968,397.216,-0.014
144.965,397.316,-0.014
144.962,397.416,-0.014
144.959,397.516,-0.014
144.957,397.616,-0.014
144.954,397.716,-0.014
144.951,397.816,-0.014
144.948,397.916,-0.014
144.945,398.016,-0.014
144.943,398.116,-0.014
144.94,398.216,-0.014
144.937,398.316,-0.014
144.935,398.416,-0.014
144.931,398.516,-0.014
144.929,398.616,-0.014
144.927,398.715,-0.014
144.923,398.815,-0.014
144.921,398.915,-0.014
144.918,399.015,-0.014
144.915,399.115,-0.014
144.913,399.215,-0.014
144.91,399.315,-0.014
144.907,399.415,-0.014
144.904,399.515,-0.014
144.901,399.615,-0.014
144.899,399.715,-0.014
144.896,399.815,-0.014
144.893,399.915,-0.014
144.89,400.015,-0.014
144.888,400.115,-0.014
144.885,400.215,-0.014
144.882,400.315,-0.014
144.88,400.415,-0.014
144.876,400.515,-0.014
144.874,400.615,-0.014
144.872,400.715,-0.014
144.868,400.815,-0.014
144.866,400.914,-0.014
144.863,401.014,-0.014
144.86,401.114,-0.014
144.858,401.214,-0.014
144.854,401.314,-0.014
144.852,401.414,-0.014
144.849,401.514,-0.014
144.846,401.614,-0.014
144.844,401.714,-0.014
144.841,401.814,-0.014
144.838,401.914,-0.014
144.835,402.014,-0.014
144.833,402.114,-0.014
144.829,402.214,-0.014
144.826,402.314,-0.014
144.824,402.414,-0.014
144.821,402.514,-0.014
144.818,402.614,-0.014
144.816,402.714,-0.014
144.812,402.814,-0.014
144.81,402.914,-0.014
144.806,403.013,-0.014
144.804,403.113,-0.014
144.802,403.213,-0.014
144.798,403.313,-0.014
144.796,403.413,-0.014
144.793,403.513,-0.014
144.79,403.613,-0.014
144.788,403.713,-0.014
144.785,403.813,-0.014
144.782,403.913,-0.014
144.779,404.013,-0.014
144.777,404.113,-0.014
144.774,404.213,-0.014
144.771,404.313,-0.014
144.769,404.413,-0.015
144.765,404.513,-0.015
144.763,404.613,-0.015
144.76,404.713,-0.015
144.757,404.813,-0.015
144.755,404.913,-0.015
144.751,405.013,-0.015
144.749,405.113,-0.015
144.746,405.212,-0.015
144.743,405.312,-0.015
144.74,405.412,-0.015
144.738,405.512,-0.015
144.735,405.612,-0.015
144.732,405.712,-0.015
144.73,405.812,-0.015
144.726,405.912,-0.015
144.724,406.012,-0.015
144.721,406.112,-0.015
144.718,406.212,-0.015
144.716,406.312,-0.015
144.712,406.412,-0.015
144.711,406.512,-0.015
144.711,406.612,-0.015
144.709,406.712,-0.015
144.709,406.812,-0.015
144.709,406.912,-0.015
144.707,407.012,-0.015
144.707,407.112,-0.015
144.707,407.212,-0.015
144.705,407.312,-0.015
144.705,407.412,-0.015
144.704,407.512,-0.015
144.703,407.612,-0.015
144.703,407.712,-0.015
144.702,407.812,-0.015
144.701,407.912,-0.015
144.701,408.012,-0.015
144.699,408.112,-0.015
144.699,408.212,-0.015
144.699,408.312,-0.015
144.697,408.412,-0.015
144.697,408.512,-0.015
144.696,408.612,-0.015
144.695,408.712,-0.015
144.695,408.812,-0.015
144.694,408.912,-0.015
144.693,409.012,-0.015
144.693,409.111,-0.015
144.692,409.211,-0.015
144.691,409.311,-0.015
144.691,409.411,-0.015
144.69,409.511,-0.015
144.689,409.611,-0.015
144.688,409.711,-0.015
144.688,409.811,-0.015
144.687,409.911,-0.015
144.686,410.011,-0.015
144.685,410.111,-0.015
144.684,410.211,-0.015
144.684,410.311,-0.015
144.683,410.411,-0.015
144.682,410.511,-0.015
144.682,410.611,-0.015
144.68,410.711,-0.015
144.68,410.811,-0.015
144.68,410.911,-0.015
144.678,411.011,-0.015
144.678,411.111,-0.015
144.677,411.211,-0.015
144.676,411.311,-0.015
144.676,411.411,-0.015
144.674,411.511,-0.015
144.674,411.611,-0.015
144.673,411.711,-0.015
144.672,411.811,-0.015
144.672,411.911,-0.015
144.671,412.011,-0.015
144.67,412.111,-0.015
144.669,412.211,-0.015
144.669,412.311,-0.015
144.668,412.411,-0.015
144.667,412.511,-0.015
144.667,412.611,-0.015
144.666,412.711,-0.015
144.665,412.811,-0.015
144.665,412.911,-0.015
144.663,413.011,-0.015
144.663,413.111,-0.015
144.662,413.211,-0.015
144.661,413.311,-0.015
144.661,413.411,-0.015
144.66,413.511,-0.015
144.659,413.611,-0.015
144.659,413.711,-0.015
144.658,413.811,-0.015
144.657,413.911,-0.015
144.657,414.011,-0.015
144.655,414.111,-0.015
144.655,414.211,-0.015
144.655,414.311,-0.015
144.653,414.411,-0.015
144.653,414.511,-0.015
144.653,414.611,-0.015
144.651,414.711,-0.015
144.651,414.811,-0.015
144.65,414.911,-0.015
144.649,415.011,-0.015
144.649,415.111,-0.015
144.647,415.211,-0.015
144.647,415.311,-0.015
144.647,415.411,-0.015
144.645,415.511,-0.015
144.645,415.611,-0.015
144.645,415.711,-0.015
144.643,415.811,-0.015
144.643,415.911,-0.015
144.643,416.011,-0.015
144.641,416.111,-0.015
144.641,416.211,-0.015
144.641,416.311,-0.015
144.639,416.411,-0.015
144.639,416.511,-0.015
144.637,416.611,-0.015
144.637,416.71,-0.015
144.637,416.81,-0.015
144.635,416.91,-0.015
144.635,417.01,-0.015
144.635,417.11,-0.015
144.644,417.209,-0.015
144.658,417.309,-0.015
144.673,417.408,-0.015
144.685,417.508,-0.015
144.698,417.606,-0.015
144.711,417.705,-0.015
144.723,417.804,-0.015
144.736,417.904,-0.015
144.751,418.003,-0.015
144.765,418.102,-0.015
144.78,418.201,-0.015
144.796,418.299,-0.015
144.81,418.399,-0.015
144.826,418.497,-0.015
144.842,418.595,-0.015
144.857,418.695,-0.015
144.874,418.793,-0.015
144.89,418.892,-0.015
144.907,418.991,-0.015
144.923,419.089,-0.015
144.94,419.188,-0.015
144.957,419.286,-0.015
144.973,419.385,-0.015
144.99,419.483,-0.015
145.007,419.582,-0.015
145.023,419.681,-0.015
145.04,419.779,-0.016
145.058,419.878,-0.016
145.074,419.976,-0.016
145.092,420.075,-0.016
145.11,420.173,-0.016
145.127,420.271,-0.016
145.145,420.37,-0.016
145.163,420.468,-0.016
145.182,420.567,-0.016
145.199,420.665,-0.016
145.217,420.764,-0.016
145.235,420.862,-0.016
145.253,420.96,-0.016
145.271,421.058,-0.016
145.29,421.156,-0.016
145.307,421.255,-0.016
145.326,421.353,-0.016
145.352,421.45,-0.016
145.381,421.546,-0.016
145.41,421.641,-0.016
145.439,421.737,-0.016
145.469,421.833,-0.016
145.502,421.927,-0.016
145.536,422.02,-0.016
145.571,422.114,-0.016
145.606,422.208,-0.016
145.641,422.302,-0.016
145.677,422.395,-0.016
145.714,422.488,-0.016
145.752,422.581,-0.016
145.789,422.672,-0.016
145.827,422.765,-0.016
145.865,422.858,-0.016
145.904,422.95,-0.016
145.942,423.042,-0.016
145.981,423.135,-0.016
146.02,423.227,-0.016
146.059,423.319,-0.016
146.098,423.411,-0.016
146.138,423.503,-0.016
146.176,423.595,-0.016
146.215,423.687,-0.016
146.255,423.779,-0.016
146.295,423.871,-0.016
146.335,423.963,-0.016
146.374,424.055,-0.016
146.414,424.145,-0.016
146.453,424.237,-0.016
146.494,424.329,-0.016
146.534,424.42,-0.016
146.574,424.512,-0.016
146.615,424.603,-0.016
146.655,424.695,-0.016
146.695,424.787,-0.016
146.735,424.878,-0.016
146.776,424.97,-0.016
146.816,425.061,-0.016
146.864,425.148,-0.016
146.916,425.234,-0.016
146.968,425.32,-0.016
147.02,425.405,-0.016
147.072,425.49,-0.016
147.128,425.574,-0.016
147.185,425.655,-0.016
147.242,425.737,-0.016
147.299,425.82,-0.016
147.356,425.901,-0.016
147.416,425.981,-0.016
147.476,426.062,-0.016
147.536,426.142,-0.016
147.596,426.222,-0.016
147.656,426.302,-0.016
147.717,426.381,-0.016
147.778,426.46,-0.016
147.839,426.539,-0.016
147.901,426.618,-0.016
147.962,426.697,-0.016
148.024,426.776,-0.016
148.086,426.854,-0.016
148.147,426.933,-0.016
148.209,427.011,-0.016
148.272,427.09,-0.016
148.334,427.168,-0.016
148.396,427.247,-0.016
148.458,427.325,-0.016
148.52,427.404,-0.016
148.582,427.481,-0.016
148.645,427.56,-0.016
148.708,427.637,-0.016
148.77,427.716,-0.016
148.833,427.793,-0.016
148.895,427.871,-0.016
148.965,427.942,-0.016
149.038,428.011,-0.016
149.11,428.08,-0.016
149.183,428.148,-0.016
149.256,428.217,-0.016
149.332,428.283,-0.016
149.408,428.347,-0.016
149.486,428.411,-0.016
149.562,428.473,-0.016
149.64,428.537,-0.016
149.718,428.6,-0.016
149.797,428.661,-0.016
149.876,428.723,-0.016
149.955,428.784,-0.016
150.034,428.846,-0.016
150.113,428.906,-0.016
150.193,428.966,-0.016
150.272,429.026,-0.016
150.353,429.086,-0.016
150.433,429.147,-0.016
150.513,429.206,-0.016
150.593,429.266,-0.016
150.673,429.326,-0.016
150.754,429.385,-0.016
150.835,429.445,-0.016
150.915,429.503,-0.016
150.995,429.562,-0.016
151.076,429.622,-0.016
151.156,429.681,-0.016
151.237,429.74,-0.016
151.317,429.799,-0.016
151.399,429.858,-0.016
151.48,429.917,-0.016
151.56,429.976,-0.016
151.641,430.035,-0.016
151.723,430.094,-0.016
151.803,430.151,-0.016
151.885,430.21,-0.016
151.966,430.269,-0.016
152.046,430.328,-0.016
152.133,430.378,-0.016
152.221,430.424,-0.016
152.31,430.47,-0.016
152.399,430.517,-0.016
152.488,430.563,-0.016
152.579,430.604,-0.016
152.67,430.644,-0.016
152.762,430.683,-0.016
152.854,430.722,-0.016
152.946,430.762,-0.016
153.038,430.8,-0.016
153.131,430.836,-0.016
153.225,430.872,-0.016
153.318,430.909,-0.016
153.411,430.945,-0.016
153.504,430.981,-0.016
153.598,431.016,-0.016
153.691,431.051,-0.016
153.786,431.085,-0.016
153.879,431.121,-0.016
153.973,431.155,-0.016
154.067,431.189,-0.016
154.162,431.223,-0.016
154.255,431.257,-0.016
154.349,431.292,-0.016
154.443,431.325,-0.016
154.537,431.359,-0.017
154.632,431.392,-0.017
154.726,431.427,-0.017
154.82,431.461,-0.017
154.914,431.493,-0.017
155.009,431.526,-0.017
155.103,431.559,-0.017
155.197,431.592,-0.017
155.291,431.625,-0.017
155.387,431.657,-0.017
155.481,431.69,-0.017
155.575,431.723,-0.017
155.669,431.756,-0.017
155.765,431.788,-0.017
155.859,431.821,-0.017
155.956,431.834,-0.017
156.056,431.836,-0.017
156.156,431.839,-0.017
156.256,431.842,-0.017
156.356,431.844,-0.017
156.456,431.846,-0.017
156.556,431.849,-0.017
156.656,431.852,-0.017
156.756,431.854,-0.017
156.856,431.857,-0.017
156.956,431.859,-0.017
157.056,431.862,-0.017
157.156,431.865,-0.017
157.256,431.867,-0.017
157.356,431.869,-0.017
157.456,431.872,-0.017
157.556,431.875,-0.017
157.656,431.878,-0.017
157.756,431.88,-0.017
157.856,431.882,-0.017
157.956,431.885,-0.017
158.056,431.888,-0.017
158.156,431.89,-0.017
158.256,431.893,-0.017
158.356,431.895,-0.017
158.455,431.898,-0.017
158.555,431.901,-0.017
158.655,431.903,-0.017
158.755,431.905,-0.017
158.855,431.908,-0.017
158.955,431.911,-0.017
159.055,431.913,-0.017
159.155,431.916,-0.017
159.255,431.918,-0.017
159.355,431.922,-0.017
159.455,431.924,-0.017
159.555,431.926,-0.017
159.655,431.929,-0.017
159.755,431.931,-0.017
159.855,431.934,-0.017
159.955,431.937,-0.017
160.055,431.939,-0.017
160.155,431.941,-0.017
160.255,431.944,-0.017
160.355,431.947,-0.017
160.455,431.949,-0.017
160.555,431.951,-0.017
160.655,431.95,-0.017
160.755,431.95,-0.017
160.855,431.951,-0.017
